"","From","Entry","Gene.Names","Annotation","Organism..ID.","Organism","Function..CC.","Cofactor","Tissue.specificity","Interacts.with","Protein.existence","Allergenic.Properties","Protein.families","Biotechnological.use","Redox.potential","uniprotkb"
"62","Q86Y97","Q86Y97","KMT5C SUV420H2 PP7130","5","9606","Homo sapiens (Human)","FUNCTION: Histone methyltransferase that specifically methylates monomethylated 'Lys-20' (H4K20me1) and dimethylated 'Lys-20' (H4K20me2) of histone H4 to produce respectively dimethylated 'Lys-20' (H4K20me2) and trimethylated 'Lys-20' (H4K20me3) and thus regulates transcription and maintenance of genome integrity (PubMed:24396869, PubMed:28114273). In vitro also methylates unmodified 'Lys-20' (H4K20me0) of histone H4 and nucleosomes (PubMed:24396869). H4 'Lys-20' trimethylation represents a specific tag for epigenetic transcriptional repression. Mainly functions in pericentric heterochromatin regions, thereby playing a central role in the establishment of constitutive heterochromatin in these regions. KMT5C is targeted to histone H3 via its interaction with RB1 family proteins (RB1, RBL1 and RBL2) (By similarity). Facilitates TP53BP1 foci formation upon DNA damage and proficient non-homologous end-joining (NHEJ)-directed DNA repair by catalyzing the di- and trimethylation of 'Lys-20' of histone H4 (PubMed:28114273). May play a role in class switch reconbination by catalyzing the di- and trimethylation of 'Lys-20' of histone H4 (By similarity). {ECO:0000250|UniProtKB:Q6Q783, ECO:0000269|PubMed:24396869, ECO:0000269|PubMed:28114273}.",NA,NA,"Q13185","Evidence at protein level",NA,"Class V-like SAM-binding methyltransferase superfamily, Histone-lysine methyltransferase family, Suvar4-20 subfamily",NA,NA,"Q86Y97"
"63","P05412","P05412","JUN","5","9606","Homo sapiens (Human)","FUNCTION: Transcription factor that recognizes and binds to the AP-1 consensus motif 5'-TGA[GC]TCA-3' (PubMed:10995748, PubMed:22083952). Heterodimerizes with proteins of the FOS family to form an AP-1 transcription complex, thereby enhancing its DNA binding activity to the AP-1 consensus sequence 5'-TGA[GC]TCA-3' and enhancing its transcriptional activity (By similarity). Together with FOSB, plays a role in activation-induced cell death of T cells by binding to the AP-1 promoter site of FASLG/CD95L, and inducing its transcription in response to activation of the TCR/CD3 signaling pathway (PubMed:12618758). Promotes activity of NR5A1 when phosphorylated by HIPK3 leading to increased steroidogenic gene expression upon cAMP signaling pathway stimulation (PubMed:17210646). Involved in activated KRAS-mediated transcriptional activation of USP28 in colorectal cancer (CRC) cells (PubMed:24623306). Binds to the USP28 promoter in colorectal cancer (CRC) cells (PubMed:24623306). {ECO:0000250|UniProtKB:P05627, ECO:0000269|PubMed:10995748, ECO:0000269|PubMed:12618758, ECO:0000269|PubMed:17210646, ECO:0000269|PubMed:22083952, ECO:0000269|PubMed:24623306}.",NA,"TISSUE SPECIFICITY: Expressed in the developing and adult prostate and prostate cancer cells. {ECO:0000269|PubMed:24263171, ECO:0000269|PubMed:24559171}.","P78563; Q06481; P05067; P18846; P15336; P18847; P18848; P17544; Q16520; Q8N1L9; Q8N1L9-1; Q9NR55; Q8IWZ6; Q99966; Q9UGL9; O43889; P20042; P14921; P22607; P01100; P15407; P15408; Q9HD26; P06396; P07900; P11142; P10809; P05412; P52292; P53779; P45983; P45983-1; Q9UPY8; Q00987; Q13330; I6L9F6; P07197; O95644; Q13469-2; Q16236; O60829; P27986-2; P48634; P63000; Q8WTV0; Q15796; Q9NRL3; P56279; Q71U36; P07437; Q13885; Q9UMX0; Q99986; P0C746; Q8WQG9; P56671; Q9DGW5","Evidence at protein level",NA,"BZIP family, Jun subfamily",NA,NA,"P05412"
"64","Q14197","Q14197","MRPL58 DS1 ICT1","5","9606","Homo sapiens (Human)","FUNCTION: Essential peptidyl-tRNA hydrolase component of the mitochondrial large ribosomal subunit. Acts as a codon-independent translation release factor that has lost all stop codon specificity and directs the termination of translation in mitochondrion, possibly in case of abortive elongation. May be involved in the hydrolysis of peptidyl-tRNAs that have been prematurely terminated and thus in the recycling of stalled mitochondrial ribosomes. {ECO:0000269|PubMed:20186120}.",NA,"TISSUE SPECIFICITY: Down-regulated during the in vitro differentiation of HT29-D4 colon carcinoma cells. {ECO:0000269|PubMed:8575443}.",NA,"Evidence at protein level",NA,"Prokaryotic/mitochondrial release factor family, Mitochondrion-specific ribosomal protein mL62 subfamily",NA,NA,"Q14197"
"65","P05412","P05412","JUN","5","9606","Homo sapiens (Human)","FUNCTION: Transcription factor that recognizes and binds to the AP-1 consensus motif 5'-TGA[GC]TCA-3' (PubMed:10995748, PubMed:22083952). Heterodimerizes with proteins of the FOS family to form an AP-1 transcription complex, thereby enhancing its DNA binding activity to the AP-1 consensus sequence 5'-TGA[GC]TCA-3' and enhancing its transcriptional activity (By similarity). Together with FOSB, plays a role in activation-induced cell death of T cells by binding to the AP-1 promoter site of FASLG/CD95L, and inducing its transcription in response to activation of the TCR/CD3 signaling pathway (PubMed:12618758). Promotes activity of NR5A1 when phosphorylated by HIPK3 leading to increased steroidogenic gene expression upon cAMP signaling pathway stimulation (PubMed:17210646). Involved in activated KRAS-mediated transcriptional activation of USP28 in colorectal cancer (CRC) cells (PubMed:24623306). Binds to the USP28 promoter in colorectal cancer (CRC) cells (PubMed:24623306). {ECO:0000250|UniProtKB:P05627, ECO:0000269|PubMed:10995748, ECO:0000269|PubMed:12618758, ECO:0000269|PubMed:17210646, ECO:0000269|PubMed:22083952, ECO:0000269|PubMed:24623306}.",NA,"TISSUE SPECIFICITY: Expressed in the developing and adult prostate and prostate cancer cells. {ECO:0000269|PubMed:24263171, ECO:0000269|PubMed:24559171}.","P78563; Q06481; P05067; P18846; P15336; P18847; P18848; P17544; Q16520; Q8N1L9; Q8N1L9-1; Q9NR55; Q8IWZ6; Q99966; Q9UGL9; O43889; P20042; P14921; P22607; P01100; P15407; P15408; Q9HD26; P06396; P07900; P11142; P10809; P05412; P52292; P53779; P45983; P45983-1; Q9UPY8; Q00987; Q13330; I6L9F6; P07197; O95644; Q13469-2; Q16236; O60829; P27986-2; P48634; P63000; Q8WTV0; Q15796; Q9NRL3; P56279; Q71U36; P07437; Q13885; Q9UMX0; Q99986; P0C746; Q8WQG9; P56671; Q9DGW5","Evidence at protein level",NA,"BZIP family, Jun subfamily",NA,NA,"P05412"
"66","P14404","P14404","Mecom Evi1 Mds1 Prdm3","5","10090","Mus musculus (Mouse)","FUNCTION: [Isoform 1]: Functions as a transcriptional regulator binding to DNA sequences in the promoter region of target genes and regulating positively or negatively their expression. Oncogene which plays a role in development, cell proliferation and differentiation. May also play a role in apoptosis through regulation of the JNK and TGF-beta signaling. Involved in hematopoiesis. {ECO:0000269|PubMed:15889140, ECO:0000269|PubMed:18619962, ECO:0000269|PubMed:19767769}.; FUNCTION: [Isoform 3]: Displays histone methyltransferase activity and monomethylates 'Lys-9' of histone H3 (H3K9me1) in vitro. Probably catalyzes the monomethylation of free histone H3 in the cytoplasm which is then transported to the nucleus and incorporated into nucleosomes where SUV39H methyltransferases use it as a substrate to catalyze histone H3 'Lys-9' trimethylation. Likely to be one of the primary histone methyltransferases along with PRDM16 that direct cytoplasmic H3K9me1 methylation. {ECO:0000269|PubMed:22939622}.",NA,NA,"P01101; Q9Z2D8; Q9Z2D8-1","Evidence at protein level",NA,NA,NA,NA,"P14404"
"67","O60563","O60563","CCNT1","5","9606","Homo sapiens (Human)","FUNCTION: Regulatory subunit of the cyclin-dependent kinase pair (CDK9/cyclin-T1) complex, also called positive transcription elongation factor B (P-TEFb), which facilitates the transition from abortive to productive elongation by phosphorylating the CTD (C-terminal domain) of the large subunit of RNA polymerase II (RNA Pol II) (PubMed:16109376, PubMed:16109377, PubMed:35393539). Required to activate the protein kinase activity of CDK9: acts by mediating formation of liquid-liquid phase separation (LLPS) that enhances binding of P-TEFb to the CTD of RNA Pol II (PubMed:29849146, PubMed:35393539). {ECO:0000269|PubMed:16109376, ECO:0000269|PubMed:16109377, ECO:0000269|PubMed:29849146, ECO:0000269|PubMed:35393539}.; FUNCTION: (Microbial infection) In case of HIV or SIV infections, binds to the transactivation domain of the viral nuclear transcriptional activator, Tat, thereby increasing Tat's affinity for the transactivating response RNA element (TAR RNA). Serves as an essential cofactor for Tat, by promoting RNA Pol II activation, allowing transcription of viral genes. {ECO:0000269|PubMed:10329125, ECO:0000269|PubMed:10329126}.",NA,"TISSUE SPECIFICITY: Ubiquitously expressed. {ECO:0000269|PubMed:9491887, ECO:0000269|PubMed:9499409}.","Q9UHB7; O60885-1; P50750; O94992; P04608; P04610","Evidence at protein level",NA,"Cyclin family, Cyclin C subfamily",NA,NA,"O60563"
"68","O94992","O94992","HEXIM1 CLP1 EDG1 HIS1 MAQ1","5","9606","Homo sapiens (Human)","FUNCTION: Transcriptional regulator which functions as a general RNA polymerase II transcription inhibitor (PubMed:14580347, PubMed:15713661, PubMed:15201869). Core component of the 7SK RNP complex: in cooperation with 7SK snRNA sequesters P-TEFb in a large inactive 7SK snRNP complex preventing RNA polymerase II phosphorylation and subsequent transcriptional elongation (PubMed:12832472, PubMed:14580347, PubMed:15713661, PubMed:15201869). May also regulate NF-kappa-B, ESR1, NR3C1 and CIITA-dependent transcriptional activity (PubMed:15940264, PubMed:15941832, PubMed:17088550). Plays a role in the regulation of DNA virus-mediated innate immune response by assembling into the HDP-RNP complex, a complex that serves as a platform for IRF3 phosphorylation and subsequent innate immune response activation through the cGAS-STING pathway (PubMed:28712728). {ECO:0000269|PubMed:12581153, ECO:0000269|PubMed:12832472, ECO:0000269|PubMed:14580347, ECO:0000269|PubMed:15201869, ECO:0000269|PubMed:15713661, ECO:0000269|PubMed:15940264, ECO:0000269|PubMed:15941832, ECO:0000269|PubMed:17088550, ECO:0000269|PubMed:28712728}.",NA,"TISSUE SPECIFICITY: Ubiquitously expressed with higher expression in placenta. HEXIM1 and HEXIM2 are differentially expressed. Expressed in endocrine tissues. {ECO:0000269|PubMed:12941847, ECO:0000269|PubMed:15713661}.","O60563; P50750; O94992; Q96MH2; Q4G0J3; Q15554","Evidence at protein level",NA,"HEXIM family",NA,NA,"O94992"
"69","P21817","P21817","RYR1 RYDR","5","9606","Homo sapiens (Human)","FUNCTION: Calcium channel that mediates the release of Ca(2+) from the sarcoplasmic reticulum into the cytoplasm and thereby plays a key role in triggering muscle contraction following depolarization of T-tubules (PubMed:11741831, PubMed:16163667). Repeated very high-level exercise increases the open probability of the channel and leads to Ca(2+) leaking into the cytoplasm (PubMed:18268335). Can also mediate the release of Ca(2+) from intracellular stores in neurons, and may thereby promote prolonged Ca(2+) signaling in the brain. Required for normal embryonic development of muscle fibers and skeletal muscle. Required for normal heart morphogenesis, skin development and ossification during embryogenesis (By similarity). {ECO:0000250|UniProtKB:E9PZQ0, ECO:0000269|PubMed:18268335, ECO:0000305|PubMed:11741831, ECO:0000305|PubMed:16163667}.",NA,"TISSUE SPECIFICITY: Skeletal muscle and brain (cerebellum and hippocampus). {ECO:0000269|PubMed:9607712}.",NA,"Evidence at protein level",NA,"Ryanodine receptor (TC 1.A.3.1) family, RYR1 subfamily",NA,NA,"P21817"
"70","P62136","P62136","PPP1CA PPP1A","5","9606","Homo sapiens (Human)","FUNCTION: Protein phosphatase that associates with over 200 regulatory proteins to form highly specific holoenzymes which dephosphorylate hundreds of biological targets. Protein phosphatase 1 (PP1) is essential for cell division, and participates in the regulation of glycogen metabolism, muscle contractility and protein synthesis. Involved in regulation of ionic conductances and long-term synaptic plasticity. May play an important role in dephosphorylating substrates such as the postsynaptic density-associated Ca(2+)/calmodulin dependent protein kinase II. Component of the PTW/PP1 phosphatase complex, which plays a role in the control of chromatin structure and cell cycle progression during the transition from mitosis into interphase. Regulates NEK2 function in terms of kinase activity and centrosome number and splitting, both in the presence and absence of radiation-induced DNA damage. Regulator of neural tube and optic fissure closure, and enteric neural crest cell (ENCCs) migration during development. In balance with CSNK1D and CSNK1E, determines the circadian period length, through the regulation of the speed and rhythmicity of PER1 and PER2 phosphorylation. May dephosphorylate CSNK1D and CSNK1E. Dephosphorylates the 'Ser-418' residue of FOXP3 in regulatory T-cells (Treg) from patients with rheumatoid arthritis, thereby inactivating FOXP3 and rendering Treg cells functionally defective (PubMed:23396208). Dephosphorylates CENPA (PubMed:25556658). Dephosphorylates the 'Ser-139' residue of ATG16L1 causing dissociation of ATG12-ATG5-ATG16L1 complex, thereby inhibiting autophagy (PubMed:26083323). {ECO:0000269|PubMed:17283141, ECO:0000269|PubMed:21712997, ECO:0000269|PubMed:23396208, ECO:0000269|PubMed:25556658, ECO:0000269|PubMed:26083323}.; FUNCTION: (Microbial infection) Necessary for alphaviruses replication. {ECO:0000269|PubMed:29769351}.","COFACTOR: Name=Fe cation; Xref=ChEBI:CHEBI:24875; Evidence={ECO:0000250}; Note=Binds 1 Fe cation per subunit. {ECO:0000250}; COFACTOR: Name=Mn(2+); Xref=ChEBI:CHEBI:29035; Evidence={ECO:0000269|PubMed:18992256}; Note=Binds 2 manganese ions per subunit. {ECO:0000269|PubMed:18992256};",NA,"Q6ZMQ8; P31749; O14727; P05067; O15169; P38398; O95400; Q99459; P12830; Q8TEP8; Q9NX63; Q6PJW8; Q96S65; Q9H175; Q92796; P05198; P55199; Q9BZS1; P42858; Q8NI77; Q8NG31; Q5S007; O00566; Q96QC0; Q96KQ4; Q8WUF5; O75807; Q5SWA1; Q96T49; Q6NYC8; P41236; Q5T8A7; Q86WC6; Q6NXS1; O14990; Q7Z5V6; O75864; Q86XI6; Q9UQK1; O95685; Q15435; Q12972; Q12972-1; Q12972-2; Q96SB3; P60484; P06400; Q5UIP0; Q14684; P04271; A8K8P3; Q562F6; Q9H788; Q8TEC5; P63208; Q7Z699; P43405-2; Q9HCH5; Q14C87; Q5JTV8; Q05BL1; Q13625; Q4KMQ1; Q4KMQ1-2; Q8TEL6; P49815; P55072; Q9Y2W2; Q9H4A3; P16989; P49750; Q9HBF4; O95405; O08785; P36313; K9N4V7; Q76TK5; O35867; O35274","Evidence at protein level",NA,"PPP phosphatase family, PP-1 subfamily",NA,NA,"P62136"
"71","P21817","P21817","RYR1 RYDR","5","9606","Homo sapiens (Human)","FUNCTION: Calcium channel that mediates the release of Ca(2+) from the sarcoplasmic reticulum into the cytoplasm and thereby plays a key role in triggering muscle contraction following depolarization of T-tubules (PubMed:11741831, PubMed:16163667). Repeated very high-level exercise increases the open probability of the channel and leads to Ca(2+) leaking into the cytoplasm (PubMed:18268335). Can also mediate the release of Ca(2+) from intracellular stores in neurons, and may thereby promote prolonged Ca(2+) signaling in the brain. Required for normal embryonic development of muscle fibers and skeletal muscle. Required for normal heart morphogenesis, skin development and ossification during embryogenesis (By similarity). {ECO:0000250|UniProtKB:E9PZQ0, ECO:0000269|PubMed:18268335, ECO:0000305|PubMed:11741831, ECO:0000305|PubMed:16163667}.",NA,"TISSUE SPECIFICITY: Skeletal muscle and brain (cerebellum and hippocampus). {ECO:0000269|PubMed:9607712}.",NA,"Evidence at protein level",NA,"Ryanodine receptor (TC 1.A.3.1) family, RYR1 subfamily",NA,NA,"P21817"
"72","P67775","P67775","PPP2CA","5","9606","Homo sapiens (Human)","FUNCTION: PP2A is the major phosphatase for microtubule-associated proteins (MAPs) (PubMed:22613722). PP2A can modulate the activity of phosphorylase B kinase casein kinase 2, mitogen-stimulated S6 kinase, and MAP-2 kinase (PubMed:22613722). Cooperates with SGO2 to protect centromeric cohesin from separase-mediated cleavage in oocytes specifically during meiosis I (By similarity). Can dephosphorylate SV40 large T antigen and p53/TP53 (PubMed:17245430). Activates RAF1 by dephosphorylating it at 'Ser-259' (PubMed:10801873). Mediates dephosphorylation of WEE1, preventing its ubiquitin-mediated proteolysis, increasing WEE1 protein levels, and promoting the G2/M checkpoint (PubMed:33108758). Mediates dephosphorylation of MYC; promoting its ubiquitin-mediated proteolysis: interaction with AMBRA1 enhances interaction between PPP2CA and MYC (PubMed:25438055). Mediates dephosphorylation of FOXO3; promoting its stabilization: interaction with AMBRA1 enhances interaction between PPP2CA and FOXO3 (PubMed:30513302). {ECO:0000250|UniProtKB:P63330, ECO:0000269|PubMed:10801873, ECO:0000269|PubMed:17245430, ECO:0000269|PubMed:22613722, ECO:0000269|PubMed:25438055, ECO:0000269|PubMed:30513302, ECO:0000269|PubMed:33108758, ECO:0000269|PubMed:9920888}.","COFACTOR: Name=Mn(2+); Xref=ChEBI:CHEBI:29035; Evidence={ECO:0000269|PubMed:17055435}; Note=Binds 2 manganese ions per subunit. {ECO:0000269|PubMed:17055435};",NA,"P31749; P39687; P05067; Q3SXR2; Q16740; P06730; P46695; P78318; O14920; Q9Y6K9; Q14653; Q969F8; Q96JM7-2; P30153; P30154; Q9Y2T4; Q15172; Q15173; Q13362; P04049; P28749; Q08999; Q04206; Q5FBB7; Q5VSL9; O43815; O75663; Q9UPQ4-2; Q15645; Q5T6F2; Q08AM6; P03129; P04020; Q61249; P97346; Q9Y570; P30153; O75663; O75663","Evidence at protein level",NA,"PPP phosphatase family, PP-1 subfamily",NA,NA,"P67775"
"73","P15882","P15882","CHN1 ARHGAP2 CHN","5","9606","Homo sapiens (Human)","FUNCTION: GTPase-activating protein for p21-rac and a phorbol ester receptor. Involved in the assembly of neuronal locomotor circuits as a direct effector of EPHA4 in axon guidance.",NA,"TISSUE SPECIFICITY: In neurons in brain regions that are involved in learning and memory processes.","Q8NFD2; Q9Y5R4; P28482; O43639","Evidence at protein level",NA,NA,NA,NA,"P15882"
"74","P29274","P29274","ADORA2A ADORA2","5","9606","Homo sapiens (Human)","FUNCTION: Receptor for adenosine (By similarity). The activity of this receptor is mediated by G proteins which activate adenylyl cyclase (By similarity). {ECO:0000250|UniProtKB:P11617}.",NA,NA,"P30542; P29274; P29275; O15155; P21554; Q99418; O15354; Q7Z6G3; O43759-2; Q13107; Q5T9L3-1; P31424-1","Evidence at protein level",NA,"G-protein coupled receptor 1 family",NA,NA,"P29274"
"75","P29274","P29274","ADORA2A ADORA2","5","9606","Homo sapiens (Human)","FUNCTION: Receptor for adenosine (By similarity). The activity of this receptor is mediated by G proteins which activate adenylyl cyclase (By similarity). {ECO:0000250|UniProtKB:P11617}.",NA,NA,"P30542; P29274; P29275; O15155; P21554; Q99418; O15354; Q7Z6G3; O43759-2; Q13107; Q5T9L3-1; P31424-1","Evidence at protein level",NA,"G-protein coupled receptor 1 family",NA,NA,"P29274"
"76","P43490","P43490","NAMPT PBEF PBEF1","5","9606","Homo sapiens (Human)","FUNCTION: Catalyzes the condensation of nicotinamide with 5-phosphoribosyl-1-pyrophosphate to yield nicotinamide mononucleotide, an intermediate in the biosynthesis of NAD. It is the rate limiting component in the mammalian NAD biosynthesis pathway. The secreted form behaves both as a cytokine with immunomodulating properties and an adipokine with anti-diabetic properties, it has no enzymatic activity, partly because of lack of activation by ATP, which has a low level in extracellular space and plasma. Plays a role in the modulation of circadian clock function. NAMPT-dependent oscillatory production of NAD regulates oscillation of clock target gene expression by releasing the core clock component: CLOCK-ARNTL/BMAL1 heterodimer from NAD-dependent SIRT1-mediated suppression (By similarity). {ECO:0000250|UniProtKB:Q99KQ4, ECO:0000269|PubMed:24130902}.",NA,"TISSUE SPECIFICITY: Expressed in large amounts in bone marrow, liver tissue, and muscle. Also present in heart, placenta, lung, and kidney tissues.","P02792; Q01628; P03886; P43490; Q70CQ1-2","Evidence at protein level",NA,"NAPRTase family",NA,NA,"P43490"
"77","P29274","P29274","ADORA2A ADORA2","5","9606","Homo sapiens (Human)","FUNCTION: Receptor for adenosine (By similarity). The activity of this receptor is mediated by G proteins which activate adenylyl cyclase (By similarity). {ECO:0000250|UniProtKB:P11617}.",NA,NA,"P30542; P29274; P29275; O15155; P21554; Q99418; O15354; Q7Z6G3; O43759-2; Q13107; Q5T9L3-1; P31424-1","Evidence at protein level",NA,"G-protein coupled receptor 1 family",NA,NA,"P29274"
"78","P14416","P14416","DRD2","5","9606","Homo sapiens (Human)","FUNCTION: Dopamine receptor whose activity is mediated by G proteins which inhibit adenylyl cyclase (PubMed:21645528). Positively regulates postnatal regression of retinal hyaloid vessels via suppression of VEGFR2/KDR activity, downstream of OPN5 (By similarity). {ECO:0000250|UniProtKB:P61168, ECO:0000269|PubMed:21645528}.",NA,"TISSUE SPECIFICITY: [Isoform 1]: Expressed in the anterior pituitary gland. {ECO:0000269|PubMed:2531656}.; TISSUE SPECIFICITY: [Isoform 2]: Expressed in the anterior pituitary gland. {ECO:0000269|PubMed:2531656}.","Q9NRI5; P14416; Q01959","Evidence at protein level",NA,"G-protein coupled receptor 1 family",NA,NA,"P14416"
"79","P29274","P29274","ADORA2A ADORA2","5","9606","Homo sapiens (Human)","FUNCTION: Receptor for adenosine (By similarity). The activity of this receptor is mediated by G proteins which activate adenylyl cyclase (By similarity). {ECO:0000250|UniProtKB:P11617}.",NA,NA,"P30542; P29274; P29275; O15155; P21554; Q99418; O15354; Q7Z6G3; O43759-2; Q13107; Q5T9L3-1; P31424-1","Evidence at protein level",NA,"G-protein coupled receptor 1 family",NA,NA,"P29274"
"80","P35462","P35462","DRD3","5","9606","Homo sapiens (Human)","FUNCTION: Dopamine receptor whose activity is mediated by G proteins which inhibit adenylyl cyclase. Promotes cell proliferation. {ECO:0000269|PubMed:19520868}.",NA,"TISSUE SPECIFICITY: Brain.",NA,"Evidence at protein level",NA,"G-protein coupled receptor 1 family",NA,NA,"P35462"
"81","P29274","P29274","ADORA2A ADORA2","5","9606","Homo sapiens (Human)","FUNCTION: Receptor for adenosine (By similarity). The activity of this receptor is mediated by G proteins which activate adenylyl cyclase (By similarity). {ECO:0000250|UniProtKB:P11617}.",NA,NA,"P30542; P29274; P29275; O15155; P21554; Q99418; O15354; Q7Z6G3; O43759-2; Q13107; Q5T9L3-1; P31424-1","Evidence at protein level",NA,"G-protein coupled receptor 1 family",NA,NA,"P29274"
"82","O15354","O15354","GPR37","5","9606","Homo sapiens (Human)","FUNCTION: Receptor for the neuroprotective and glioprotective factor prosaposin. Ligand binding induces endocytosis, followed by an ERK phosphorylation cascade. {ECO:0000269|PubMed:11439185, ECO:0000269|PubMed:23690594, ECO:0000269|PubMed:9526070}.",NA,"TISSUE SPECIFICITY: Expressed in brain and spinal cord, and at lower levels in testis, placenta and liver, but no detectable expression observed in any other tissue. When overexpressed in cells, tends to become insoluble and unfolded. Accumulation of the unfolded protein may lead to dopaminergic neuronal death in juvenile Parkinson disease (PDJ). {ECO:0000269|PubMed:9526070}.","P29274; D3DTF8; Q02930-3; O15540; Q5HYJ3-3; Q9UBS5; Q13639; Q5TA79; Q8IXL7-2; Q14995; Q14671; Q7Z7K5; Q969E2; P34741; P08195; Q01959; A0A024R4B0; Q9NX61; Q71RG4-4; Q9H313; O95070; Q5BJH7; P25490; Q9C0A1; Q7L8T7","Evidence at protein level",NA,"G-protein coupled receptor 1 family",NA,NA,"O15354"
"83","P29274","P29274","ADORA2A ADORA2","5","9606","Homo sapiens (Human)","FUNCTION: Receptor for adenosine (By similarity). The activity of this receptor is mediated by G proteins which activate adenylyl cyclase (By similarity). {ECO:0000250|UniProtKB:P11617}.",NA,NA,"P30542; P29274; P29275; O15155; P21554; Q99418; O15354; Q7Z6G3; O43759-2; Q13107; Q5T9L3-1; P31424-1","Evidence at protein level",NA,"G-protein coupled receptor 1 family",NA,NA,"P29274"
"84","P31942","P31942","HNRNPH3 HNRPH3","5","9606","Homo sapiens (Human)","FUNCTION: Involved in the splicing process and participates in early heat shock-induced splicing arrest. Due to their great structural variations the different isoforms may possess different functions in the splicing reaction.",NA,NA,"P09651; P61289; Q8WZ73-3; Q5T0L3","Evidence at protein level",NA,NA,NA,NA,"P31942"
"85","P29274","P29274","ADORA2A ADORA2","5","9606","Homo sapiens (Human)","FUNCTION: Receptor for adenosine (By similarity). The activity of this receptor is mediated by G proteins which activate adenylyl cyclase (By similarity). {ECO:0000250|UniProtKB:P11617}.",NA,NA,"P30542; P29274; P29275; O15155; P21554; Q99418; O15354; Q7Z6G3; O43759-2; Q13107; Q5T9L3-1; P31424-1","Evidence at protein level",NA,"G-protein coupled receptor 1 family",NA,NA,"P29274"
"86","Q6PJE2","Q6PJE2","POMZP3","3","9606","Homo sapiens (Human)",NA,NA,"TISSUE SPECIFICITY: Expressed in spleen, thymus, pancreas, testis, ovary, small intestine, colon and lymphocytes. {ECO:0000269|PubMed:7789967}.",NA,"Evidence at transcript level",NA,NA,NA,NA,"Q6PJE2"
"87","P29274","P29274","ADORA2A ADORA2","5","9606","Homo sapiens (Human)","FUNCTION: Receptor for adenosine (By similarity). The activity of this receptor is mediated by G proteins which activate adenylyl cyclase (By similarity). {ECO:0000250|UniProtKB:P11617}.",NA,NA,"P30542; P29274; P29275; O15155; P21554; Q99418; O15354; Q7Z6G3; O43759-2; Q13107; Q5T9L3-1; P31424-1","Evidence at protein level",NA,"G-protein coupled receptor 1 family",NA,NA,"P29274"
"88","Q5JR12","Q5JR12","PPM1J PPP2CZ","4","9606","Homo sapiens (Human)",NA,NA,NA,"Q8TCE9; Q494U1-3; Q96GM5; Q9NZD8","Evidence at protein level",NA,"PP2C family",NA,NA,"Q5JR12"
"89","P29274","P29274","ADORA2A ADORA2","5","9606","Homo sapiens (Human)","FUNCTION: Receptor for adenosine (By similarity). The activity of this receptor is mediated by G proteins which activate adenylyl cyclase (By similarity). {ECO:0000250|UniProtKB:P11617}.",NA,NA,"P30542; P29274; P29275; O15155; P21554; Q99418; O15354; Q7Z6G3; O43759-2; Q13107; Q5T9L3-1; P31424-1","Evidence at protein level",NA,"G-protein coupled receptor 1 family",NA,NA,"P29274"
"90","P11177","P11177","PDHB PHE1B","5","9606","Homo sapiens (Human)","FUNCTION: The pyruvate dehydrogenase complex catalyzes the overall conversion of pyruvate to acetyl-CoA and CO(2), and thereby links the glycolytic pathway to the tricarboxylic cycle. {ECO:0000269|PubMed:17474719, ECO:0000269|PubMed:19081061}.","COFACTOR: Name=thiamine diphosphate; Xref=ChEBI:CHEBI:58937; Evidence={ECO:0000269|PubMed:12651851, ECO:0000269|PubMed:19081061};",NA,"P10515; P08559; P08559-1","Evidence at protein level",NA,NA,NA,NA,"P11177"
"91","P29274","P29274","ADORA2A ADORA2","5","9606","Homo sapiens (Human)","FUNCTION: Receptor for adenosine (By similarity). The activity of this receptor is mediated by G proteins which activate adenylyl cyclase (By similarity). {ECO:0000250|UniProtKB:P11617}.",NA,NA,"P30542; P29274; P29275; O15155; P21554; Q99418; O15354; Q7Z6G3; O43759-2; Q13107; Q5T9L3-1; P31424-1","Evidence at protein level",NA,"G-protein coupled receptor 1 family",NA,NA,"P29274"
"92","Q6NTF9","Q6NTF9","RHBDD2 RHBDL7","5","9606","Homo sapiens (Human)",NA,NA,NA,"O95870; Q13085-4; Q96CM8; Q07817; Q92843; Q9H5X1; Q9UHD4; P27658; P21964; Q9NR28; Q6P2H7; Q14318; P31512; Q96A11; P23434; Q5U4N7; Q9H8Y8; P33778; Q99525; P04792; Q96BM0; P24001; O60333-2; Q6P1Q0; P27338; Q5VZR4; Q5XKP0; Q96C03-3; Q9UH92-3; Q9H8L6; O95563; Q6IN84; Q9NZE8-2; Q96E29; Q9HB07; Q9Y3Q0; Q69YL0; Q9ULP0-2; Q9UMS0; Q8IXM6; Q96AL5; P17612; P54725; Q9Y3C5; P60602; Q8WXG1; Q96QR1; O14521; P50454; Q9BXI2; Q00325-2; O15079; Q17RD7; Q53QW1; P37173; P07204; O60830; Q6ZUI0; Q2NL82; A0A384ME17; Q05086-3; Q70CQ3; O76024","Evidence at protein level",NA,"Peptidase S54 family",NA,NA,"Q6NTF9"
